3485674.088763,1187276.027481, ,
3485670.965630,1187281.242699, ,
3485667.505802,1187286.844757, ,
3485664.022070,1187292.899485, ,
3485660.371479,1187299.272309, ,
3485656.297338,1187306.104866, ,
3485651.762147,1187312.996515, ,
3485647.209782,1187319.898897, ,
3485642.798384,1187327.041566, ,
3485638.090547,1187334.146132, ,
3485633.208057,1187341.194996, ,
3485628.199161,1187348.089011, ,
3485624.133716,1187354.815465, ,
3485620.688941,1187361.088437, ,
3485617.843968,1187366.573372, ,
3485615.261498,1187371.426801, ,
3485612.832649,1187375.828637, ,
3485610.307558,1187380.313583, ,
3485607.050871,1187385.604834, ,
3485603.277078,1187391.649905, ,
3485599.381052,1187397.875774, ,
3485595.757449,1187404.352488, ,
3485591.860833,1187410.722374, ,
3485588.310540,1187417.175085, ,
3485585.369684,1187423.683733, ,
3485582.839456,1187429.791084, ,
3485580.493622,1187434.945730, ,
3485578.446320,1187439.149767, ,
3485576.357538,1187442.569504, ,
3485574.283998,1187445.047649, ,
3485570.867827,1187446.942171, ,
3485565.777313,1187448.188488, ,
3485560.799927,1187447.958892, ,
3485556.290938,1187445.894109, ,
3485551.475981,1187442.812855, ,
3485545.864822,1187440.235021, ,
3485541.045721,1187437.941062, ,
3485536.129099,1187435.931849, ,
3485530.902234,1187433.079207, ,
3485525.675694,1187429.449108, ,
3485520.717307,1187425.273498, ,
3485515.339815,1187421.183012, ,
3485510.166101,1187417.693398, ,
3485506.284431,1187415.021089, ,
3485505.358803,1187413.248704, ,
3485507.507507,1187410.621648, ,
3485510.498774,1187406.989035, ,
3485504.310676,1187403.335716, ,
3485500.506806,1187399.823267, ,
3485495.524062,1187398.202288, ,
3485490.839550,1187394.843678, ,
3485485.700111,1187389.528180, ,
3485480.819316,1187383.063124, ,
3485475.987882,1187376.124519, ,
3485470.572468,1187370.452818, ,
3485463.525278,1187366.481586, ,
3485454.999913,1187364.354300, ,
3485445.981019,1187361.961898, ,
3485437.362242,1187358.429834, ,
3485427.436746,1187354.724471, ,
3485416.863015,1187350.984903, ,
3485406.635743,1187346.973015, ,
3485397.351633,1187342.380858, ,
3485389.794141,1187336.936206, ,
3485382.256693,1187332.238876, ,
3485375.071932,1187327.806307, ,
3485368.460255,1187323.556837, ,
3485361.960122,1187319.559180, ,
3485355.132795,1187315.803767, ,
3485347.661371,1187312.196242, ,
3485338.800547,1187309.198283, ,
3485330.440031,1187305.207643, ,
3485322.447975,1187300.684091, ,
3485313.888097,1187296.533767, ,
3485305.712376,1187292.463776, ,
3485297.971517,1187288.480388, ,
3485290.358324,1187284.670970, ,
3485283.159075,1187280.680784, ,
3485276.053734,1187276.742010, ,
3485269.449227,1187273.077471, ,
3485263.105581,1187269.606948, ,
3485257.877162,1187266.235928, ,
3485253.101924,1187263.468612, ,
3485247.952722,1187261.541699, ,
3485242.013216,1187260.089015, ,
3485234.730242,1187258.686186, ,
3485226.672968,1187256.691140, ,
3485218.732740,1187253.891754, ,
3485212.515653,1187250.220920, ,
3485207.948007,1187246.172987, ,
3485203.439200,1187243.224974, ,
3485199.055203,1187241.190184, ,
3485195.073194,1187239.013809, ,
3485191.909256,1187236.054237, ,
3485190.457304,1187231.696056, ,
3485191.188292,1187227.136901, ,
3485192.905874,1187222.896871, ,
3485194.660181,1187218.654431, ,
3485196.257611,1187213.452882, ,
3485197.868716,1187206.945088, ,
3485199.366660,1187199.667279, ,
3485200.352141,1187191.972020, ,
3485200.892096,1187184.402007, ,
3485200.874614,1187177.329320, ,
3485200.628119,1187170.751583, ,
3485200.245291,1187164.480344, ,
3485199.516378,1187158.231835, ,
3485198.887530,1187153.013354, ,
3485198.043074,1187148.596081, ,
3485196.238676,1187144.673770, ,
3485192.979508,1187140.280711, ,
3485189.911756,1187135.126423, ,
3485186.927018,1187129.381194, ,
3485183.911925,1187123.445992, ,
3485180.472192,1187117.749835, ,
3485177.266662,1187112.556594, ,
3485174.108493,1187108.118495, ,
3485171.465866,1187104.587155, ,
3485169.286276,1187102.014015, ,
3485167.737159,1187100.532053, ,
3485166.463991,1187099.252726, ,
3485165.126449,1187098.150392, ,
3485162.552642,1187097.215629, ,
3485159.098496,1187097.000951, ,
3485155.104012,1187098.088715, ,
3485150.737882,1187100.631013, ,
3485146.422221,1187103.822674, ,
3485142.840307,1187107.244498, ,
3485140.227807,1187110.621858, ,
3485138.406902,1187113.697681, ,
3485137.558709,1187115.298692, ,
3485137.762241,1187115.419700, ,
3485138.052746,1187115.333435, ,
3485138.353325,1187115.179320, ,
3485138.474053,1187115.094606, ,
3485138.570927,1187115.021057, ,
3485138.668143,1187114.918691, ,
3485138.670427,1187114.851354, ,
3485138.594470,1187114.817949, ,
3485138.475112,1187114.787395, ,
3485138.333156,1187114.787119, ,
3485138.242390,1187114.783482, ,
3485138.270126,1187114.695277, ,
3485138.347026,1187114.555852, ,
3485138.571363,1187114.329959, ,
3485138.935204,1187113.998923, ,
3485139.293423,1187113.735443, ,
3485139.686682,1187113.392877, ,
3485140.231629,1187113.011555, ,
3485140.774492,1187112.649566, ,
3485141.250728,1187112.311148, ,
3485141.723969,1187111.944133, ,
3485142.310775,1187111.502473, ,
3485142.708628,1187111.178802, ,
3485143.086962,1187111.000385, ,
3485143.402493,1187110.835691, ,
3485143.599721,1187110.707560, ,
3485143.653253,1187110.569670, ,
3485143.634108,1187110.465347, ,
3485143.643554,1187110.387942, ,
3485143.639018,1187110.301856, ,
3485143.511729,1187110.252626, ,
3485143.439052,1187110.286193, ,
3485143.245020,1187110.394918, ,
3485143.082774,1187110.511153, ,
3485142.796947,1187110.702691, ,
